Date,ADS,ALV,BAS,BAYN,BEI,BMW,CON,DAI,DBK,LHA,DTE,FRE,FME,HEI,HEN3,LIN,MRK,MUV2,RWE,SAP,SIE,TKA,VOW3
,Consumer Discretionary,Financials,Materials,Healthcare,Consumer Staples,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Financials,Consumer Discretionary,Communications,Healthcare,Healthcare,Materials,Consumer Staples,Materials,Healthcare,Financials,Utilities,Technology,"Industrial, electronics",Industrials,VOW3
2000-01-20,8.75479316711426,176.034820556641,8.92335510253906,24.8094177246094,11.4280443191528,11.9781303405762,11.5992345809937,32.6634216308594,34.3407249450684,12.1878261566162,25.3084888458252,15.9989004135132,15.3838691711426,47.146842956543,11.5498189926147,23.7160034179688,7.44946336746216,142.90657043457,16.1982135772705,31.964771270752,76.0269775390625,15.9644260406494,16.1941318511963
2000-01-21,8.76147747039795,171.449829101563,8.67950057983398,24.3913269042969,11.2627182006836,11.7723970413208,11.8689756393433,32.7048263549805,33.671443939209,12.3370170593262,24.4313659667969,16,15.921103477478,47.4720077514648,11.513355255127,23.9980564117432,7.35457944869995,141.366226196289,16.7718296051025,31.8001403808594,75.788932800293,16.250207901001,16.1941318511963
2000-01-24,8.82162284851074,169.254898071289,8.52234554290772,24.530689239502,11.1765956878662,11.3152179718018,11.6666707992554,32.1573753356934,32.8919906616211,12.0960178375244,23.5359840393066,16,16.1438045501709,46.3340110778809,11.5210180282593,24.7266979217529,7.4019980430603,137.391082763672,16.524040222168,32.9926414489746,77.8081436157227,16.3398685455322,16.0596294403076
2000-01-25,8.53291606903076,162.670043945313,8.17372226715088,23.2484149932861,11.0216016769409,10.6660213470459,11.55202293396,31.0532474517822,31.9942207336426,11.8091096878052,24.1243839263916,15.7777996063232,15.637806892395,47.4069557189941,11.5939998626709,23.6454753875732,7.18851947784424,132.029541015625,16.1431522369385,32.0840301513672,78.5548553466797,16.026065826416,15.7368268966675
2000-01-26,8.24019813537598,166.816040039063,7.95153999328613,23.1926651000977,11.6243667602539,11.1780643463135,11.2620553970337,30.8692359924316,32.4267692565918,12.3083295822144,25.8384056091309,16.2210998535156,15.4307498931885,48.1223335266113,11.4249868392944,23.0343780517578,7.30947542190552,139.32893371582,15.9183397293091,32.6519241333008,78.5548553466797,16.1661586761475,15.5700721740723
2000-01-27,8.73474407196045,171.644927978516,8.04727745056152,22.8023891448975,11.7104892730713,11.0866289138794,11.3294906616211,32.1343727111816,32.3206329345703,12.3083295822144,27.5926456451416,15.7232999801636,15.7061929702759,47.797176361084,11.4249868392944,22.5877857208252,7.44710254669189,135.552536010742,15.5558195114136,34.5542106628418,82.9255676269531,15.5049381256104,15.978931427002
2000-01-28,8.28697967529297,170.435272216797,8.17372226715088,22.9417533874512,11.7104892730713,11.4386587142944,11.4306783676147,31.3522891998291,32.0513229370117,12.394401550293,26.276969909668,16.8889007568359,15.7843227386475,47.3094291687012,11.2809734344482,22.7617359161377,7.44946336746216,139.632034301758,15.6705522537231,35.1788787841797,83.5889129638672,15.370454788208,15.6184587478638
2000-01-31,7.6601095199585,163.791900634766,7.95695972442627,22.256031036377,11.1163530349731,10.7894592285156,11.1271829605103,30.5471935272217,31.4228706359863,12.1476573944092,25.3633098602295,16.3332996368408,15.7159852981567,46.2039184570313,10.8681755065918,22.0941696166992,7.35457944869995,132.24821472168,15.0281066894531,32.765453338623,76.9563903808594,14.5635499954224,15.3871335983276
2000-02-01,7.89936113357544,164.962493896484,7.59027147293091,22.328483581543,11.7104892730713,11.0637702941895,11.0597486495972,30.8232269287109,32.1982269287109,11.9238719940186,27.4099102020264,16.5,16.3137550354004,45.7812118530273,10.8489360809326,21.3890590667725,7.4850754737854,136.148818969727,14.8996105194092,34.6393890380859,79.7445983886719,14.6195878982544,15.3279705047607
2000-02-02,7.68550491333008,164.377227783203,8.12856388092041,23.304162979126,11.5382404327393,11.1003408432007,11.1271829605103,30.8232269287109,33.6224708557129,11.6886081695557,27.1540870666504,16.7777996063232,16.3117637634277,44.3830413818359,11.1369609832764,22.3762226104736,7.47317409515381,137.391082763672,14.9501123428345,35.0312156677246,79.8273773193359,15.5217523574829,15.3333320617676
